# DEGORA gene-symbol retirement table
# source	https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt
# snapshot_date	2026-09-02
# source_sha256	854162118530e929f06249f3349465dd5fe0515fcccf0347f463e833609c1270
# rule	unambiguous HGNC prev_symbol -> approved symbol; a previous symbol that is itself an approved symbol, names more than one approved symbol, is accession- or number-shaped, belongs to an Excel date-damage family, or is a token whose non-gene meaning dominates in a spreadsheet is not listed
# counts	approved_records=45045; previous_symbols_seen=15746; dropped_symbol_reused_as_current=230; dropped_ambiguous_target=84; dropped_not_a_symbol_token=2; dropped_excel_date_family=29; dropped_non_gene_token=3; kept=15398
previous_symbol	current_symbol
RPS4P18	RPS4XP18
RPS4P19	RPS4XP19
RPS4P2	RPS4XP2
RPS4P20	RPS4XP20
RPS4P21	RPS4XP21
RPS4P22	RPS4XP22
RPS4P3	RPS4XP3
RPS4P4	RPS4XP4
RPS4P5	RPS4XP5
RPS4P6	RPS4XP6
RPS4P7	RPS4XP7
RPS4P8	RPS4XP8
RPS4P9	RPS4XP9
RPS4Y	RPS4Y1
RPS4Y2P	RPS4Y2
RPS5L	RPS5P3
RPS9P	RPS9P1
RPSAP58	RPSA2
RPU1	SNRNP70
RQCD1	CNOT9
RRAGAP	RRAGAP1
RRNAD1	METTL25B
RRP7B	RRP7BP
RRR1	DACT3
RRS1-AS1	RRS1-DT
RS	RS1
RSAFD1	TYW1
RSBN1L-AS1	APTR
RSC1A1	DDI2
RSE	TYRO3
RSG1	CPLANE2
RSHL1	RSPH6A
RSHL2	RSPH3
RSHL3	RSPH4A
RSL24D1P	RSL24D1P1
RSL24D1P19	RSL24D1P4
RSMD1	SELENON
RSN	CLIP1
RSNL2	CLIP4
RSTS	CREBBP
RT6	ART2P
RTA1C	ATP6V0A4
RTCD1	RTCA
RTDR1	RSPH14
RTFDC1	RTF2
RTN3PS	RTN3P1
RTT	MECP2
RUNDC2A	SNX29
RUNDC2B	SNX29P1
RUNDC2C	SNX29P2
RUNXBP2	KAT6A
RUTBC1	SGSM2
RUTBC2	SGSM1
RUTBC3	SGSM3
RWDD1L1	RWDD1P3
RWDD2	RWDD2A
RWDD4A	RWDD4
RYKL1	RYKP1
RYKP	RYKP1
S10	L1CAM
S100A	S100A1
S100A11P	S100A11P1
S100A15	S100A7A
S100A17	TCHHL1
S100A7L1	S100A7A
S100A7L3	S100A7P1
S100A7L4	S100A7P2
S100D	S100A5
S100E	S100A3
S100L	S100A2
S52	CRIM1
SAA	SAA1
SAA3	SAA3P
SACM2L	VPS52
SAE2	UBA2
SAH	ACSM3
SALL1P	SALL1P1
SALM1	LRFN2
SAMD4	SAMD4A
SAMD6	ANKS6
SAMWD1	DDHD2
SAP1	PSAP
SAP2	PSAP
SAPK3	MAPK12
SAPS1	PPP6R1
SAPS2	PPP6R2
SAPS3	PPP6R3
SAR1P1	SAR1AP1
SAR1P2	SAR1AP2
SAR1P3	SAR1AP3
SARA1	SAR1A
SARA2	SAR1B
SARAP	SAR1AP1
SARS	SARS1
SARSM	SARS2
SART2	DSE
SAS	TSPAN31
SAT	SAT1
SAX2	KIF1C
SBDSP	SBDSP1
SBMA	AR
SC	ERMAP
SC2	TECR
SC4MOL	MSMO1
SC5DL	SC5D
SCA1	ATXN1
SCA10	ATXN10
SCA11	TTBK2
SCA12	PPP2R2B
SCA13	KCNC3
SCA14	PRKCG
SCA15	ITPR1
SCA16	ITPR1
SCA17	TBP
SCA19	KCND3
SCA2	ATXN2
SCA21	TMEM240
SCA22	KCND3
SCA23	PDYN
SCA28	AFG3L2
SCA29	ITPR1
SCA3	ATXN3
SCA31	BEAN1
SCA34	ELOVL4
SCA38	ELOVL5
SCA4	PLEKHG4
SCA5	SPTBN2
SCA6	CACNA1A
SCA7	ATXN7
SCA8	ATXN8OS
SCAND2	SCAND2P
SCAP1	SKAP1
SCAP2	SKAP2
SCAR1	SETX
SCAR2	PMPCA
SCAR5	ZNF592
SCAR7	TPP1
SCAX1	ATP2B3
SCC	SERPINB3
SCCA1	SERPINB3
SCCA2	SERPINB4
SCCD	UBIAD1
SCD4	SCD5
SCDOS	SCD
SCDP	SCDP1
SCG1	CHGB
SCGB1B3	SCGB1B3P
SCGB1D1P1	SCGB1D5P
SCGBL	SCGB2B2
SCGF	CLEC11A
SCGN10	STMN2
SCIDA	DCLRE1C
SCIDX1	IL2RG
SCKL2	RBBP8
SCN1	SCN1A
SCN12A	SCN11A
SCN2A1	SCN2A
SCN2A2	SCN2A
SCN6A	SCN7A
SCNN1	SCNN1A
SCOD1	SCO1
SCXA	SCX
SCXB	SCX
SCYA1	CCL1
SCYA11	CCL11
SCYA13	CCL13
SCYA14	CCL14
SCYA15	CCL15
SCYA16	CCL16
SCYA17	CCL17
SCYA18	CCL18
SCYA19	CCL19
SCYA2	CCL2
SCYA20	CCL20
SCYA21	CCL21
SCYA22	CCL22
SCYA23	CCL23
SCYA24	CCL24
SCYA25	CCL25
SCYA26	CCL26
SCYA27	CCL27
SCYA3	CCL3
SCYA3L	CCL3L1
SCYA3L1	CCL3L1
SCYA3L2	CCL3P1
SCYA4	CCL4
SCYA4L	CCL4L1
SCYA5	CCL5
SCYA6	CCL7
SCYA7	CCL7
SCYA8	CCL8
SCYAR1	CCR1
SCYB10	CXCL10
SCYB11	CXCL11
SCYB13	CXCL13
SCYB14	CXCL14
SCYB1P	CXCL1P1
SCYB5	CXCL5
SCYB6	CXCL6
SCYB9B	CXCL11
SCYC1	XCL1
SCYC2	XCL2
SCYD1	CX3CL1
SCYE1	AIMP1
SCYE1P	AIMP1P1
SCYL1BP1	GORAB
SCZD9	RGS4
SD	RANGAP1
SDBCAG84	ERGIC3
SDC	SDC1
SDCCAG1	NEMF
SDCCAG10	CWC27
SDCCAG16	UTP14A
SDCCAG28	STARD10
SDCCAG3	ENTR1
SDCCAG31	NOXA1
SDCCAG33	TSHZ1
SDCCAG3L	ENTR1P1
SDCCAG3P1	ENTR1P1
SDCCAG3P2	ENTR1P2
SDCCAG43	WNK2
SDF1	CXCL12
SDF1A	CXCL12
SDF1B	CXCL12
SDFR1	NPTN
SDFR2	FRRS1
SDGF	AREG
SDH	SDHB
SDH1	SDHB
SDH2	SDHA
SDHACL	SDHAP3
SDHAL	SDHAP3
SDHAL1	SDHAP1
SDHAL2	SDHAP2
SDHALP1	SDHAP1
SDHALP2	SDHAP2
SDPR	CAVIN2
SDR16C6	SDR16C6P
SDYS	GPC3
SE	FUT2
SEA	MST1R
SEC10L1	EXOC5
SEC11L1	SEC11A
SEC11L2	SEC11B
SEC11L3	SEC11C
SEC13L1	SEC13
SEC14L	SEC14L1
SEC15B	EXOC6B
SEC15L1	EXOC6
SEC15L2	EXOC6B
SEC1P	FUT2BP
SEC22B2	SEC22B2P
SEC22B3	SEC22B3P
SEC22L1	SEC22B
SEC22L2	SEC22A
SEC22L3	SEC22C
SEC31L1	SEC31A
SEC31L2	SEC31B
SEC3L1	EXOC1
SEC5L1	EXOC2
SEC63D1	HFM1
SEC6L1	EXOC3
SEC8L1	EXOC4
SEDC	COL2A1
SEDL	TRAPPC2
SEDLP	TRAPPC2B
SEDLP2	TRAPPC2P2
SEDLP3	TRAPPC2P3
SEDLP4	TRAPPC2P4
SEDLP5	TRAPPC2P5
SEDLP6	TRAPPC2P6
SEDLP7	TRAPPC2P7
SELRC1	COA7
SEMAA	SEMA3B
SEMAB	SEMA4A
SEMAC	SEMA4B
SEMAD	SEMA3A
SEMAE	SEMA3C
SEMAF	SEMA5A
SEMAG	SEMA5B
SEMAH	SEMA3E
SEMAI	SEMA4C
SEMAJ	SEMA4D
SEMAL	SEMA7A
SEMAM	SEMA4F
SEMAN	SEMA6B
SEMAQ	SEMA6A
SEMG	SEMG1
SEN	MORF4
SEN1	MORF4
SEPHS1P5	SEPHS2P1
SEPN1	SELENON
SEPP1	SELENOP
SEPSECS-AS1	SEPSECS-DT
SEPT10P1	SEPTIN10P1
SEPT14P1	SEPTIN14P1
SEPT14P10	SEPTIN14P10
SEPT14P11	SEPTIN14P11
SEPT14P12	SEPTIN14P12
SEPT14P13	SEPTIN14P13
SEPT14P14	SEPTIN14P14
SEPT14P15	SEPTIN14P15
SEPT14P16	SEPTIN14P16
SEPT14P17	SEPTIN14P17
SEPT14P18	SEPTIN14P18
SEPT14P19	SEPTIN14P19
SEPT14P2	SEPTIN14P2
SEPT14P20	SEPTIN14P20
SEPT14P21	SEPTIN14P21
SEPT14P22	SEPTIN14P22
SEPT14P23	SEPTIN14P23
SEPT14P24	SEPTIN14P24
SEPT14P3	SEPTIN14P3
SEPT14P4	SEPTIN14P4
SEPT14P5	SEPTIN14P5
SEPT14P6	SEPTIN14P6
SEPT14P7	SEPTIN14P7
SEPT14P8	SEPTIN14P8
SEPT2P1	SEPTIN2P1
SEPT4-AS1	SEPTIN4-AS1
SEPT7-AS1	SEPTIN7-DT
SEPT7B	SEPTIN7P2
SEPT7L	SEPTIN7P9
SEPT7P1	SEPTIN7P1
SEPT7P2	SEPTIN7P2
SEPT7P3	SEPTIN7P3
SEPT7P4	SEPTIN7P4
SEPT7P5	SEPTIN7P5
SEPT7P6	SEPTIN7P6
SEPT7P7	SEPTIN7P7
SEPT7P8	SEPTIN7P8
SEPT7P9	SEPTIN7P9
SEPTIN7-AS1	SEPTIN7-DT
SEPW1	SELENOW
SEPW1P	SELENOWP1
SEPX1	MSRB1
SERBP1P	SERBP1P1
SERF1	SERF1A
SERK1	MAP2K4
SERPINA13	SERPINA13P
SERPINA2P	SERPINA2
SERPINA8	AGT
SERPINBP1	SERPINB8P1
SERPINH2	SERPINH1
SERPINHP1	SERPINH1P1
SETD5-AS1	THUMPD3-AS1
SETD8	KMT5A
SETD8P1	KMT5AP1
SETP13	SETP3
SETP18	SETSIP
SETP19	SETP1
SF3A3P	SF3A3P1
SF3B4P	SF3B4P1
SF4	SUGP1
SFD	TIMP3
SFPQP	SFPQP1
SFRS1	SRSF1
SFRS10	TRA2B
SFRS11	SRSF11
SFRS12	SREK1
SFRS12IP1	SREK1IP1
SFRS13A	SRSF10
SFRS13AP1	SRSF10P1
SFRS13AP2	SRSF10P2
SFRS13B	SRSF12
SFRS14	SUGP2
SFRS15	SCAF4
SFRS16	CLASRP
SFRS17A	AKAP17A
SFRS18	PNISR
SFRS2	SRSF2
SFRS2B	SRSF8
SFRS2IP	SCAF11
SFRS3	SRSF3
SFRS4	SRSF4
SFRS5	SRSF5
SFRS6	SRSF6
SFRS7	SRSF7
SFRS8	SFSWAP
SFRS9	SRSF9
SFRS9P1	SRSF9P1
SFT	UBE2D1
SFTP1	SFTPA1
SFTP2	SFTPC
SFTP3	SFTPB
SFTP4	SFTPD
SFTPAP1	SFTPA3P
SFTPF	SFTA1P
SFTPG	SFTA2
SFTPH	SFTA3
SFTPJ	CLDN18
SFTPP1	SFTPA3P
SGK	SGK1
SGKL	SGK3
SGLT1	SLC5A1
SGLT2	SLC5A2
SGM1	GDF6
SGNE1	SCG5
SGOL1	SGO1
SGOL1-AS1	SGO1-AS1
SGOL1P1	SGO1P1
SGOL1P2	SGO1P2
SGOL2	SGO2
SGT	SGTA
SH2BP1	CTR9
SH3D1A	ITSN1
SH3D1B	ITSN2
SH3D20	ARHGAP27
SH3D21	MNMIP1
SH3D5	SORBS1
SH3GLP1	SH3GL1P1
SH3GLP2	SH3GL1P2
SH3GLP3	SH3GL1P3
SH3MD1	SH3PXD2A
SH3MD2	SH3RF1
SH3MD3	FCHSD2
SH3MD4	SH3RF3
SH3PX3	SNX33
SHANK2-AS2	SHANK2-AS1
SHC	SHC1
SHCL1	SHC1P2
SHFD1	SEM1
SHFM1	SEM1
SHFM1P	SEM1P1
SHFM1P1	SEM1P1
SHFM3	FBXW4
SHFM3P1	FBXW4P1
SHMT	SHMT2
SHMT1P	SHMT1P1
SHS	PQBP1
SIAH1L	SIAH1P1
SIASD	SLC17A5
SIAT1	ST6GAL1
SIAT10	ST3GAL6
SIAT2	ST6GAL2
SIAT4	ST3GAL4
SIAT4A	ST3GAL1
SIAT4B	ST3GAL2
SIAT4C	ST3GAL4
SIAT6	ST3GAL3
SIAT7	ST6GALNAC2
SIAT7A	ST6GALNAC1
SIAT7B	ST6GALNAC2
SIAT7C	ST6GALNAC3
SIAT7D	ST6GALNAC4
SIAT7E	ST6GALNAC5
SIAT7F	ST6GALNAC6
SIAT8	ST8SIA1
SIAT8A	ST8SIA1
SIAT8B	ST8SIA2
SIAT8C	ST8SIA3
SIAT8D	ST8SIA4
SIAT8E	ST8SIA5
SIAT8F	ST8SIA6
SIAT9	ST3GAL5
SIATL1	ST6GALNAC2
SIDS	IDS
SIGLEC19P	SIGLEC7
SIGLEC23P	SIGLECL1
SIGLECP1	SIGLEC18P
SIGLECP10	SIGLEC26P
SIGLECP11	SIGLEC27P
SIGLECP12	SIGLEC28P
SIGLECP13	SIGLEC29P
SIGLECP14	SIGLEC30P
SIGLECP15	SIGLEC31P
SIGLECP16	SIGLEC16
SIGLECP2	SIGLEC7
SIGLECP3	SIGLEC17P
SIGLECP4	SIGLEC20P
SIGLECP5	SIGLEC21P
SIGLECP6	SIGLEC22P
SIGLECP7	SIGLECL1
SIGLECP8	SIGLEC24P
SIGLECP9	SIGLEC25P
SILV	PMEL
SIM	SIM2
SIP1	GEMIN2
SIR2L	SIRT2
SIS	PDGFB
SJS1	HSPG2
SKA2L	SKA2P1
SKB1	PRMT5
SKD1	VPS4B
SKIIP	SNW1
SKINTL	SKINT1L
SKINTP	SKINT1L
SKIV2	SKIC2
SKIV2L	SKIC2
SKIV2L2	MTREX
SKP1A	SKP1
SKP1B	SKP1P2
SLAM	SLAMF1
SLC11A3	SLC40A1
SLC16A4-AS1	LAMTOR5-AS1
SLC20A3	SLC25A1
SLC20A4	SLC25A11
SLC21A11	SLCO3A1
SLC21A12	SLCO4A1
SLC21A14	SLCO1C1
SLC21A15	SLCO5A1
SLC21A2	SLCO2A1
SLC21A3	SLCO1A2
SLC21A6	SLCO1B1
SLC21A8	SLCO1B3
SLC21A9	SLCO2B1
SLC22A18	SLC67A1
SLC22A18AS	SLC67A1-AS
SLC22A1L	SLC67A1
SLC22A1LS	SLC67A1-AS
SLC22A20	SLC22A20P
SLC23A4	SLC23A4P
SLC24A6	SLC8B1
SLC25A15P	SLC25A15P1
SLC25A20P	SLC25A20P1
SLC25A5L	SLC25A6P1
SLC26A10	SLC26A10P
SLC2A1-AS1	SLC2A1-DT
SLC2A3P	SLC2A3P1
SLC2A3P3	SLC2A14
SLC31A1P	SLC31A1P1
SLC35C2	SLC35H1
SLC35E2	SLC35E2A
SLC35G4P	SLC35G4
SLC4A6	SLC4A7
SLC66A1L	SLC66A1LP
SLC6A10	SLC6A10P
SLC6A21	SLC6A21P
SLC6A6P	SLC6A6P1
SLC9A10	SLC9C1
SLC9A11	SLC9C2
SLC9A3P	SLC9A3P1
SLC9A3P4	SLC9A3P1
SLC9A3R1	NHERF1
SLC9A3R2	NHERF2
SLEB1	TLR5
SLEB2	PDCD1
SLEV1	NLRP1
SLIL1	SLIT1
SLIL2	SLIT3
SLIL3	SLIT2
SLITL1	SLITRK2
SLITL2	VASN
SLMO1	PRELID3A
SLMO2	PRELID3B
SLMO2P1	PRELID3BP1
SLMO2P11	PRELID3BP11
SLMO2P2	PRELID3BP2
SLMO2P3	PRELID3BP3
SLO	KCNMA1
SLOS	DHCR7
SLP76	LCP2
SLS	ALDH3A2
SLUG	SNAI2
SMA	SMN1
SMA@	SMN1
SMAC3L	GUSBP4
SMAC3L2	GUSBP2
SMAD5OS	SMAD5-AS1
SMAD9-AS1	SMAD9-IT1
SMAP1L	SMAP2
SMARCA3	HLTF
SMARCF1	ARID1A
SMC1L1	SMC1A
SMC1L2	SMC1B
SMC2-AS1	SMC2-DT
SMC2L1	SMC2
SMC4L1	SMC4
SMC5-DT	MAMDC2-AS1
SMC5L1	SMC5
SMC6L1	SMC6
SMCR	RAI1
SMCR7	MIEF2
SMCR7L	MIEF1
SMCX	KDM5C
SMCY	KDM5D
SMEK1	PPP4R3A
SMEK2	PPP4R3B
SMEK3P	PPP4R3C
SMIM11A	SMIM11
SMIM16	LINC00862
SMIM25	PELATON
SMIM27	TZMP1
SMIM34A	SMIM34
SMIM37	MTLN
SMIM4	UQCC5
SMIM6	ERLN
SML1	TFF2
SMOH	SMO
SMT3H1	SUMO3
SMT3H2	SUMO2
SMT3H2P	SUMO2P1
SMT3H4	SUMO4
SN	SIGLEC1
SNAG1	SNX18
SNAI1L1	SNAI1P1
SNAI1P	SNAI1P1
SNAP	SNAP25
SNAP23P	SNAP23P1
SNAP47-IT1	SNAP47-AS1
SNAPAP	SNAPIN
SNAX1	RNF170
SNF1LK	SIK1
SNF1LK2	SIK2
SNF2L	SMARCA1
SNF2L1	SMARCA1
SNF2L2	SMARCA2
SNF2L3	HLTF
SNF2L4	SMARCA4
SNF5L1	SMARCB1
SNF7DC2	CHMP5
SNHG13	DANCR
SNHG23	MEG8
SNHG24	MEG8
SNL	FSCN1
SNORA15C	SNORA15B-2
SNORA17	SNORA17A
SNORA3	SNORA3A
SNORA34	SNORA2C
SNORA39	SNORA71E
SNORA42	SNORA80E
SNORA43	SNORA17B
SNORA45	SNORA3B
SNORA45A	SNORA3A
SNORA45B	SNORA3B
SNORA50	SNORA50A
SNORA76	SNORA50C
SNORA76A	SNORA50A
SNORA76C	SNORA50C
SNORA80	SNORA80A
SNORA85	SNORD142
SNORA96	SNORD143
SNORA97	SNORD144
SNORD106	SNORD12C
SNORD171	SNORD143
SNORD174	SNORD142
SNORD39	SNORD55
SNORD3P2	SNORD3F
SNORD85	SNORD103C
SNRP70	SNRNP70
SNRPB1	SNRPB
SNRPD	SNRPD1
SNRPD2P	SNRPD2P1
SNRPEL1	SNRPEP2
SNRPGP	SNRPGP1
SNT1	SNTA1
SNT2B1	SNTB1
SNT2B2	SNTB2
SNTL	SNTB2
SNX18P6	SNX18P5
SNX19P	SNX19P1
SNX26	ARHGAP33
SNX6B	SNX32
SOAT	SOAT1
SOGA1	MTCL2
SOGA2	MTCL1
SOGA2P1	MTCL1P1
SOGA3	MTCL3
SOLH	CAPN15
SOX20	SOX15
SOX22	SOX12
SOX2OT	SOX2-OT
SOX5P	SOX5P1
SP2-DT	SP2-AS1
SPACA6P	SPACA6
SPACA6P-AS	SPACA6-AS1
SPACR	IMPG1
SPAG10	MFGE8
SPAG2	UAP1
SPAG4L	SUN5
SPANXB2	SPANXB1
SPANXE	SPANXD
SPANXF1	SPANXB1
SPANXF2	SPANXB1
SPAP1	FCRL2
SPAT	AGXT
SPATA11	ALKBH7
SPATA31A2	SPATA31A1
SPATA31A4	SPATA31A7
SPATA31B1	SPATA31B1P
SPATA48	SPMIP7
SPATA5	AFG2A
SPATA5L1	AFG2B
SPBC24	SPC24
SPBC25	SPC25
SPCH1	FOXP2
SPCS2P	SPCS2P1
SPD	HOXD13
SPDY1	SPDYA
SPDYE10P	SPDYE10
SPDYE12P	SPDYE12
SPDYE13P	SPDYE13
SPDYE14P	SPDYE14
SPDYE15P	SPDYE15
SPDYE21P	SPDYE21
SPDYE8P	SPDYE8
SPDYE9P	SPDYE9
SPERT	CBY2
SPFH1	ERLIN1
SPFH2	ERLIN2
SPG1	L1CAM
SPG10	KIF5A
SPG12	RTN2
SPG13	HSPD1
SPG15	ZFYVE26
SPG17	BSCL2
SPG18	ERLIN2
SPG2	PLP1
SPG20	SPART
SPG20-AS1	SPART-AS1
SPG20OS	SPART-AS1
SPG23	DSTYK
SPG26	B4GALNT1
SPG28	DDHD1
SPG3	ATL1
SPG30	KIF1A
SPG35	FA2H
SPG3A	ATL1
SPG4	SPAST
SPG42	SLC33A1
SPG43	C19ORF12
SPG45	NT5C2
SPG46	GBA2
SPG47	AP4B1
SPG56	CYP2U1
SPG5A	CYP7B1
SPG6	NIPA1
SPG8	WASHC5
SPG9	ALDH18A1
SPIN	SPIN1
SPIN2	SPIN2A
SPINLW1	EPPIN
SPINLW1-WFDC6	EPPIN-WFDC6
SPOCK	SPOCK1
SPRL1A	LCE2D
SPRL1B	LCE2B
SPRL2A	LCE1B
SPRL3A	LCE3C
SPRL4A	LCE4A
SPRL5A	LCE5A
SPRL6A	LCE3D
SPRL6B	LCE3D
SPRR1	SPRR1B
SPRYD1	FSD2
SPRYD5	TRIM51
SPRYD5P	TRIM51BP
SPRYD5P1	TRIM51BP
SPTLC2L	SPTLC3
SPTY2D1-AS1	MISFA
SPTY2D1OS	MISFA
SQRDL	SQOR
SRBC	CD2
SRC1	SRC
SRC2	FGR
SRCRB4D	SSC4D
SRD5AP1	SRD5A1P1
SRD5B1	AKR1D1
SRD5BP1	AKR1D1P1
SRGAP2P1	SRGAP2C
SRGAP2P2	SRGAP2B
SRIL	SRIP1
SRK	ZAP70
SRML1	SRM
SRP14-AS1	SRP14-DT
SRP9L1	SRP9P1
SRPK2P	SRPK2P1
SRPR	SRPRA
SRPSMCR	SRP68P1
SRRM1L	SRRM1P1
SRRM1P	SRRM1P1
SRS	SMS
SRSF2IP	SCAF11
SSA1	TRIM21
SSA2	RO60
SSBL3P1	SSBP3P1
SSFA1	SNU13
SSFA2	ITPRID2
SSH3BP1	ABI1
SSH3BP1P	ABI1P1
SSPO	SSPOP
SSSCA1	ZNRD2
SSSCA1-AS1	ZNRD2-DT
SSU72P2	SSU72L2
SSU72P3	SSU72L3
SSU72P4	SSU72L4
SSU72P5	SSU72L5
SSU72P7	SSU72L1
SSU72P8	SSU72L6
SSX	SSX2
SSX10	SSX14P
SSX6	SSX6P
SSX8	SSX8P
SSX9	SSX9P
SSXP1	SSX11P
SSXP2	SSX6P
SSXP3	SSX13P
SSXP4	SSX14P
SSXP5	SSX15P
SSXP6	SSX16P
SSXP7	SSX17P
SSXP9	SSX19P
SSXT	SS18
ST12	KLF6
ST15	RECK
ST16	IL24
ST3GAL4-AS1	GSEC
ST4	CRYBG1
ST5	DENND2B
ST6	CD82
ST7OT1	ST7-AS1
ST7OT2	ST7-AS2
ST7OT3	ST7-OT3
ST7OT4	ST7-OT4
STAM-AS1	STAM-DT
STARD13-AS2	STARD13-AS
STAT5	STAT5A
STATIP1	ELP2
STAU	STAU1
STC	STC1
STCH	HSPA13
STD	SULT2A1
STE	SULT1E1
STEAP	STEAP1
STF1	CSTA
STFA	CSTA
STFB	CSTB
STGD	ABCA4
STGD1	ABCA4
STGD2	ELOVL4
STGD3	ELOVL4
STGD4	PROM1
STHE	GLRA1
STK12	AURKB
STK13	AURKC
STK14A	RPS6KB1
STK15	AURKA
STK16P	STK16P1
STK18	PLK4
STK19	WHR1
STK19B	WHR1B
STK19P	WHR1B
STK2	NEK4
STK22A	TSSK1A
STK22B	TSSK2
STK22C	TSSK3
STK22D	TSSK1B
STK22E	TSSK4
STK23	SRPK3
STK29	BRSK2
STK33P	STK33P1
STK4-AS1	STK4-DT
STK6	AURKA
STK6P	AURKAP1
STK9	CDKL5
STM	SULT1A3
STMY	MMP3
STMY1	MMP3
STMY2	MMP10
STMY3	MMP11
STN	EEF1A2
STNL	EEF1A2
STO	NSD1
STOT	TRIP10
STP	SULT1A1
STP1	SULT1A1
STP2	SULT1A2
STRCP	STRCP1
STRL22	CCR6
STSP	STSP1
STX1	STX1A
STX17-DT	NAMA
STX1B1	STX1B
STX1B2	STX1B
STX2A	STX2
STX2B	STX2
STX2C	STX2
STX3A	STX3
STX4A	STX4
STX5A	STX5
SUCLA2P	SUCLA2P1
SUCLG2-AS1	SUCLG2-DT
SUDD	RIOK3
SUGT1L1	SUGT1P3
SUGT1P	SUGT1P1
SUHW1	ZNF280A
SUHW2	ZNF280B
SUHW3	ZNF280C
SUHW4	ZNF280D
SULT1C1	SULT1C2
SULT1C2P1	SULT1C5P
SUMO2P	SUMO2P1
SUNC1	SUN3
SUP45L1	ETF1
SUP45L2	ETF1P1
SUP45L3	ETF1P2
SUP45L4	ETF1P3
SUPT16HP	SUPT16HP1
SUPT4H	SUPT4H1
SUPT4H1P	SUPT4H1P1
SUR	ABCC8
SURB7	MED21
SURF5	MED22
SUV39H	SUV39H1
SUV420H1	KMT5B
SUV420H2	KMT5C
SUZ12P	SUZ12P1
SVILP1	SVIL2P
SVP65	SYT1
SYB1	VAMP1
SYB2	VAMP2
SYBL1	VAMP7
SYF2P	SYF2P1
SYM1	NOG
SYNC1	SYNC
SYNGR2P	SYNGR2P1
SYNS1	NOG
SYPL	SYPL1
SYR	YES1P1
SYT	SYT1
SYTIP2	NECAB3
T	TBXT
T3D	CD3D
TAAR3	TAAR3P
TAC1R	TACR1
TAC2	TAC1
TAC2R	TACR2
TACE	ADAM17
TACSTD1	EPCAM
TADA1L	TADA1
TADA2L	TADA2A
TADA3L	TADA3
TAF13P	TAF13P1
TAF2B	TAF2
TAF2C	TAF4
TAF2C1	TAF4
TAF2C2	TAF4B
TAF2D	TAF5
TAF2E	TAF6
TAF2F	TAF7
TAF2G	TAF9
TAF2H	TAF10
TAF2I	TAF11
TAF2J	TAF12
TAF2K	TAF13
TAF2N	TAF15
TAF2Q	TAF7L
TAF2S	TCERG1
TAF3B1	BDP1
TAF3B2	BRF1
TAF3C	BRF1
TAF4A	TAF4
TAF5LP	TAF5LP1
TAF9L	TAF9B
TAK1	MAP3K7
TALDO	TALDO1P1
TALDOP1	TALDO1P1
TAN1	NOTCH1
TAPA1	CD81
TAPSAR1	PSMB8-AS1
TARBP2P	TARBP2P1
TARDBPL	TARDBPP1
TARS	TARS1
TARSL1	TARS2
TARSL2	TARS3
TAS2R12	TAS2R12P
TAS2R15	TAS2R15P
TAS2R18	TAS2R18P
TAS2R22	TAS2R22P
TAS2R23	TAS2R19
TAS2R2P	TAS2R2
TAS2R37	TAS2R37P
TAS2R44	TAS2R31
TAS2R47	TAS2R30
TAS2R48	TAS2R19
TAS2R49	TAS2R20
TAS2R6	TAS2R6P
TAS2R65P	TAS2R18P
TAX	CNTN2
TAX1BP2	VAC14
TAZ	TAFAZZIN
TBC1D10	TBC1D10A
TBC1D22A-DT	TRCR1
TBC1D27	TBC1D27P
TBC1D29	TBC1D29P
TBC1D3J	TBC1D3JP
TBG	SERPINA7
TBL1	TBL1X
TBN	TAF8
TBS	SALL1
TBX14	TBX15
TBX23	TBX23P
TBX7	TBX10
TCAM1	TCAM1P
TCBA1	NKAIN2
TCD	CHM
TCEA	TCEA1
TCEA1P	TCEA1P1
TCEB1	ELOC
TCEB1L	SKP1P1
TCEB1P	SKP1P1
TCEB1P10	ELOCP10
TCEB1P11	ELOCP11
TCEB1P12	ELOCP12
TCEB1P13	ELOCP13
TCEB1P14	ELOCP14
TCEB1P15	ELOCP15
TCEB1P16	ELOCP16
TCEB1P17	ELOCP17
TCEB1P18	ELOCP18
TCEB1P19	ELOCP19
TCEB1P2	ELOCP2
TCEB1P20	ELOCP20
TCEB1P21	ELOCP21
TCEB1P22	ELOCP22
TCEB1P23	ELOCP23
TCEB1P24	ELOCP24
TCEB1P25	ELOCP24
TCEB1P26	ELOCP26
TCEB1P27	ELOCP27
TCEB1P28	ELOCP28
TCEB1P29	ELOCP29
TCEB1P3	ELOCP3
TCEB1P30	ELOCP30
TCEB1P31	ELOCP31
TCEB1P32	ELOCP32
TCEB1P33	ELOCP33
TCEB1P34	ELOCP34
TCEB1P35	ELOCP35
TCEB1P4	ELOCP4
TCEB1P5	ELOCP5
TCEB1P6	ELOCP6
TCEB1P7	ELOCP7
TCEB1P8	ELOCP8
TCEB1P9	ELOCP9
TCEB2	ELOB
TCEB2P1	ELOBP1
TCEB2P2	ELOBP2
TCEB2P3	ELOBP3
TCEB2P4	ELOBP4
TCEB3	ELOA
TCEB3-AS1	ELOA-AS1
TCEB3B	ELOA2
TCEB3BP1	REXO1
TCEB3C	ELOA3P
